"","species","subspecies","scientificName","acceptedName","kingdom","phylum","class","order","family","genus","lifeForm","habitat","states","countryCode","origin","taxonomicStatus","nomenclaturalStatus","vernacularName","taxonRank","id"
"17916","Ameivula abaetensis",NA,"Ameivula abaetensis (Dias, Rocha & Vrcibradic, 2002)",NA,"Animalia","Chordata","Reptilia","Squamata","Teiidae","Ameivula","free_living_individual","terrestrial","BA;SE","BR","native","accepted",NA,NA,"species",22691
"18082","Kannabateomys amblyonyx",NA,"Kannabateomys amblyonyx (Wagner, 1845)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Kannabateomys","herbivore;free_living_individual","arboreal","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"Rato-da-taquara","species",22886
"18209","Cerradomys maracajuensis",NA,"Cerradomys maracajuensis (Langguth & Bonvicino, 2002)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Cerradomys","free_living_individual","terrestrial","GO;MG;MS;MT","BO;BR;PY","native","accepted",NA,"Maracaju Cerradomys, Rato-de-Maracaju","species",23041
"18376","Callicebus pallescens",NA,"Callicebus (Plecturocebus) pallescens Thomas, 1907",NA,"Animalia","Chordata","Mammalia","Primates","Pitheciidae","Callicebus","free_living_individual","arboreal;terrestrial","MS","BO;BR;PY","native","accepted",NA,"Boca-d'agua","species",23250
"18391","Vampyrodes caraccioli",NA,"Vampyrodes caraccioli (Thomas, 1889)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Vampyrodes","free_living_individual","terrestrial","AC;AM;AP;BA;ES;MG;MS;MT;PA;PR;RJ;RO;SC;SP","BO;BR;CO;EC;PE;SR;TT;VE","native","accepted",NA,NA,"species",23269
"18398","Oligoryzomys rupestris",NA,"Oligoryzomys rupestris Weksler & Bonvicino, 2005",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Oligoryzomys","free_living_individual","terrestrial","BA;GO;MG","BR","native","accepted",NA,"Rato-do-arroz-rupestre","species",23277
"18445","Leptodactylus viridis",NA,"Leptodactylus viridis Jim & Spirandeli-Cruz, 1973",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","BA;MG","BR","native","accepted",NA,NA,"species",23341
"18484","Mico melanurus",NA,"Mico melanurus (Geoffroy, 1812)",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Mico","free_living_individual","terrestrial","AM;MS;MT;RO","BO;BR;PY","native","accepted",NA,"Black-tailed marmoset, Ouistiti a queue noire, Titi de cola negra, Sagui-de-rabo-preto, Sagui","species",23384
"18545","Lycalopex gymnocercus",NA,"Lycalopex gymnocercus (Fischer, 1814)",NA,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Lycalopex","free_living_individual","terrestrial","PR;RS;SC;SP","AR;BO;BR;PY;UY","native","accepted",NA,"raposa-do-campo, graxaim-do-campo, Pampas Fox, Azara's Zorro, Azara's Fox, Zorro Gris, Zorro De Azara, Zorro De Campo, Zorro Pampa, Renard D'Azara","species",23460
"19020","Rhipidomys emiliae",NA,"Rhipidomys emiliae (Allen, 1916)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Rhipidomys","herbivore;free_living_individual","arboreal","MA;PA","BR","native","accepted",NA,"Rato-da-arvore","species",24047
"19258","Marmosops ocellatus",NA,"Marmosops (Marmosops) ocellatus (Tate, 1931)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosops","free_living_individual","arboreal;terrestrial","MS;MT","BO;BR","native","accepted",NA,"cuica, marmosa, Spectacled Slender Opossum","species",24349
"19259","Juliomys pictipes",NA,"Juliomys pictipes (Osgood, 1933)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Juliomys","herbivore;free_living_individual","arboreal;terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"Ratinho-laranja-Atlantico","species",24350
"19332","Amphisbaena bedai",NA,"Amphisbaena bedai (Vanzolini, 1991)",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","MS","BR","native","accepted",NA,NA,"species",24439
"19381","Puma concolor",NA,"Puma concolor (Linnaeus, 1771)",NA,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CA;CL;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;SR;SV;US;UY;VE","native","accepted",NA,"Puma, Sucuarana, Onca-parda, Onca-vermelha, Leao-baio, Puma, Leon de montana, Leon Americano, Puma, Mountain Lion, Cougar","species",24497
"19414","Helicops carinicaudus",NA,"Helicops carinicaudus (Wied-Neuwied, 1825)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","free_living_individual","freshwater;terrestrial","BA;ES;MG;PR;RJ;RS;SC;SP","BR","native","accepted",NA,"Cobra-d'agua","species",24539
"19440","Phalotris concolor",NA,"Phalotris concolor Ferrarezzi, 1994",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Phalotris",NA,NA,"MG","BR","native","accepted",NA,NA,"species",24568
"19473","Adenomera bokermanni",NA,"Adenomera bokermanni (Heyer, 1973)",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Adenomera","free_living_individual","terrestrial","PR;SC","BR","native","accepted",NA,NA,"species",24612
"19507","Psomophis obtusus",NA,"Psomophis obtusus (Cope, 1864)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Psomophis","free_living_individual","freshwater;terrestrial","RS","AR;BR;PY;UY","native","accepted",NA,NA,"species",24655
"19704","Coendou prehensilis",NA,"Coendou prehensilis (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Rodentia","Erethizontidae","Coendou","herbivore;free_living_individual","arboreal","AL;PB;PE","AR;BO;BR;CO;EC;GF;GY;PE;PY;SR;TT;VE","native","accepted",NA,"Ourico","species",24903
"19710","Lionycteris spurrelli",NA,"Lionycteris spurrelli O. Thomas, 1913",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lionycteris","free_living_individual","cavernicolous;terrestrial","AM;AP;BA;ES;GO;MG;MS;MT;PA;PE;TO","BO;BR;CO;EC;GF;GY;PA;PE;SR;VE","native","accepted",NA,NA,"species",24911
"19869","Euryoryzomys lamia",NA,"Euryoryzomys lamia (Thomas, 1901)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Euryoryzomys","free_living_individual","terrestrial","GO;MG","BR","native","accepted",NA,"Buffy-sided Euryoryzomys, Rato-laranja-do-Cerrado","species",25097
"19958","Myocastor coypus",NA,"Myocastor coypus (Molina, 1782)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Myocastor","herbivore;free_living_individual","freshwater;terrestrial","MG;MS;PR;RJ;RS;SC;SP","AR;BO;BR;CL;PY;UY","native","accepted",NA,"Ratao-do-banhado, Nutria","species",25204
"20058","Amphisbaena maranhensis",NA,"Amphisbaena maranhensis Gomes & Maciel, 2012",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","MA","BR","native","accepted",NA,NA,"species",25327
"20128","Cyclopes didactylus",NA,"Cyclopes didactylus (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Pilosa","Cyclopedidae","Cyclopes","free_living_individual","arboreal","AM;AP;MA;PA;PI","BR;GF;GY;SR;TT;VE","native","accepted",NA,"Tamandua-i, Tamandua-cigarra, Tamandua-seda","species",25413
"20234","Micrurus altirostris",NA,"Micrurus altirostris Cope, 1860",NA,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus","free_living_individual","terrestrial","MS;PR;RS;SC","AR;BR;PY;UY","native","accepted",NA,"Cobra-coral do Uruguai, Uruguayan coralsnake","species",25541
"20279","Sooretamys angouya",NA,"Sooretamys angouya (Fischer, 1814)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sooretamys","free_living_individual","arboreal;terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"Angouya Sooretamys, Rato-da-Sooretama","species",25593
"20292","Deltamys kempi",NA,"Deltamys kempi Thomas, 1917",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Deltamys","free_living_individual","terrestrial","RS","AR;BR;UY","native","accepted",NA,"Delta Mouse, Kemp's Mouse, Raton Aterciopelado, Ratinho-preto-do-Pampa","species",25608
"20423","Sapajus xanthosternos",NA,"Sapajus xanthosternos (Wied, 1826)",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Sapajus","free_living_individual","terrestrial","MG","BR","native","accepted",NA,NA,"species",25762
"20431","Marmosa paraguayana",NA,"Marmosa (Micoureus) paraguayana (Tate, 1931)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","free_living_individual","arboreal;terrestrial","ES;MG;RJ;SP","AR;BR;PY","native","accepted",NA,"cuica, guaiquica-cinza, Tate's Woolly Mouse Opossum","species",25772
"20563","Leptodactylus mystaceus",NA,"Leptodactylus mystaceus (Spix, 1824)",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","AL;AM;AP;BA;CE;DF;GO;MA;MG;MT;PA;PB;PE;PI;PR;RN;RO;RR;SE;SP;TO","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,NA,"species",25929
"20569","Siphlophis pulcher",NA,"Siphlophis pulcher (Raddi, 1820)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Siphlophis","free_living_individual","terrestrial","BA;MG;RJ;SC;SP","BR","native","accepted",NA,NA,"species",25937
"20759","Hylaeamys yunganus",NA,"Hylaeamys yunganus (Thomas, 1902)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Hylaeamys","free_living_individual","terrestrial","AC;AM;AP;GO;MT;PA;RO","BO;BR;CO;EC;PE;SR;VE","native","accepted",NA,"Rato-da-mata-amazonico","species",26158
"20846","Lontra longicaudis",NA,"Lontra longicaudis (Olfers, 1818)",NA,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","free_living_individual","freshwater;marine;terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BR;BZ;CO;CR;EC;GT;HN;MX;NI;PA;PE;PY;SV;UY;VE","native","accepted",NA,NA,"species",26266
"20896","Lampronycteris brachyotis",NA,"Lampronycteris brachyotis (Dobson, 1879)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lampronycteris","free_living_individual","cavernicolous;terrestrial","AC;AM;AP;BA;ES;GO;MT;PA;PR;RO;SP","BO;BR;BZ;CO;CR;EC;GF;GT;GY;MX;NI;PA;PE;SR;TT;VE","native","accepted",NA,NA,"species",26326
"20937","Aplastodiscus leucopygius",NA,"Aplastodiscus leucopygius (Cruz & Peixoto, 1985)",NA,"Animalia","Chordata","Amphibia","Anura","Hylidae","Aplastodiscus","free_living_individual","terrestrial","RJ;SP","BR","native","accepted",NA,NA,"species",26377
"21168","Lobodon carcinophaga",NA,"Lobodon carcinophaga (Hombron & Jacquinot, 1842)",NA,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Lobodon","free_living_individual","marine","RJ;SC;SP","AR;AU;BR;NZ;UY;ZA","native","accepted",NA,NA,"species",26657
"21264","Calomys callosus",NA,"Calomys callosus (Rengger, 1830)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Calomys","herbivore;free_living_individual","terrestrial","MS","AR;BO;BR;PY","native","accepted",NA,"Camundongo-do-campo","species",26783
"21311","Philander opossum",NA,"Philander opossum (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","free_living_individual","arboreal;terrestrial","AC;AM;AP;MS;MT;PA;RO;RR","BR;GF;GY","native","accepted",NA,"cuica-de-quatro-olhos, Gray Four-eyed Opossum","species",26840
"21653","Leptodactylus podicipinus",NA,"Leptodactylus podicipinus (Cope, 1862)",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","GO;MA;MG;MS;MT;PR;RO;SP;TO","AR;BO;BR;PY;UY","native","accepted",NA,NA,"species",27254
"21714","Trinomys setosus",NA,"Trinomys setosus (Desmarest, 1817)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Trinomys","herbivore;free_living_individual","terrestrial","BA;ES;MG;RJ;SE","BR","native","accepted",NA,"Rato-de-espinho","species",27324
"21881","Sturnira tildae",NA,"Sturnira tildae De la Torre, 1959",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Sturnira","herbivore;free_living_individual","terrestrial","AC;AM;AP;BA;CE;ES;GO;MA;MS;MT;PE;PR;RJ;SC;SP;TO","BO;BR;CO;EC;GF;GY;PE;SR;TT;VE","native","accepted",NA,NA,"species",27525
"22037","Alouatta caraya",NA,"Alouatta caraya (Humboldt, 1812)",NA,"Animalia","Chordata","Mammalia","Primates","Atelidae","Alouatta","free_living_individual","terrestrial","BA;DF;GO;MA;MG;MS;MT;PA;PI;PR;RS;SC;SP;TO","AR;BO;BR;PY;UY","native","accepted",NA,NA,"species",27725
"22104","Dermochelys coriacea",NA,"Dermochelys coriacea (Vandelli, 1761)",NA,"Animalia","Chordata","Reptilia","Testudines","Dermochelyidae","Dermochelys","predator;free_living_individual","marine","AL;AP;BA;CE;ES;MA;PA;PB;PE;PI;PR;RJ;RN;RS;SC;SP","AE;AG;AI;AL;AN;AO;AR;AU;AW;BB;BD;BH;BJ;BN;BR;BS;BZ;CA;CD;CG;CI;CL;CM;CN;CO;CR;CU;CW;CY;DJ;DK;DM;DO;DZ;EC;EG;ER;ES;FJ;FM;FR;GA;GB;GD;GF;GH;GM;GN;GP;GQ;GR;GT;GW;GY;HN;HR;HT;ID;IE;IL;IN;IQ;IR;IS;IT;JM;JP;KE;KH;KI;KM;KN;KP;KR;KW;LB;LC;LK;LR;LY;MA;MC;ME;MG;MH;MM;MQ;MR;MT;MU;MV;MX;MY;MZ;NA;NG;NI;NL;NO;NR;NZ;OM;PA;PE;PG;PH;PK;PR;PT;PW;QA;RU;SA;SB;SC;SD;SE;SI;SL;SN;SO;SR;ST;SV;SY;TC;TG;TH;TN;TO;TR;TT;TV;TW;TZ;US;UY;VC;VE;VG;VI;VN;VU;WS;YE;ZA","native","accepted",NA,"Tartaruga-de-Couro, Tartaruga-Gigante, Careba-Mole, Careba-Gigante, Tartaruga-de-Quilha, Leatherback Sea Turtle, Tortuga Baula, Tortuga Laud, Tortuga Siete Quilhas, Tortue Luth","species",27809
"22233","Taeniophallus occipitalis",NA,"Taeniophallus occipitalis (Jan, 1863)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Taeniophallus","free_living_individual","terrestrial","AC;AL;AM;BA;CE;DF;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RN;RO;RS;SC;SE;SP;TO","AR;BO;BR;PE;PY;UY","native","accepted",NA,NA,"species",27962
"22380","Callicebus nigrifrons",NA,"Callicebus (Callicebus) nigrifrons (Spix, 1823)",NA,"Animalia","Chordata","Mammalia","Primates","Pitheciidae","Callicebus","free_living_individual","arboreal;terrestrial","ES;MG;RJ;SP","BR","native","accepted",NA,NA,"species",28150
"22459","Paleosuchus palpebrosus",NA,"Paleosuchus palpebrosus (Cuvier, 1807)",NA,"Animalia","Chordata","Reptilia","Crocodylia","Alligatoridae","Paleosuchus","free_living_individual","freshwater","AC;AL;AM;AP;BA;CE;DF;GO;MA;MG;MS;MT;PA;PB;PE;PI;RN;RO;RR;SE;SP;TO","BO;BR;CO;EC;GF;GY;PE;PY;SR;VE","native","accepted",NA,"Yacare enano, Caiman enano, Jacare-anao, Cuvier's dwarf caiman, Yacare ita, Caiman nain","species",28240
"22523","Oecomys cleberi",NA,"Oecomys cleberi Locks, 1981",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Oecomys","free_living_individual","arboreal;terrestrial","DF;GO;MG;MS;MT;PA;RO;SP","BO;BR","native","accepted",NA,"Camundongo-arboricola-do-Cerrado","species",28322
"22551","Leptodactylus cupreus",NA,"Leptodactylus cupreus Caramaschi, Feio & São-Pedro, 2008",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","BA;ES;MG","BR","native","accepted",NA,NA,"species",28355
"22578","Siphlophis leucocephalus",NA,"Siphlophis leucocephalus (Günther, 1863)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Siphlophis","free_living_individual","terrestrial","BA;GO;MG","BR","native","accepted",NA,NA,"species",28387
"22729","Caiman latirostris",NA,"Caiman latirostris (Daudin, 1802)",NA,"Animalia","Chordata","Reptilia","Crocodylia","Alligatoridae","Caiman","free_living_individual","freshwater","AL;BA;DF;ES;GO;MG;MS;MT;PE;PI;PR;RJ;RO;RS;SC;SE;SP;TO","BR","native","accepted",NA,"caiman del Brasil, yacare overo, broad-snouted caiman, jacare-de-papo-amarelo","species",28579
"22960","Makalata didelphoides",NA,"Makalata didelphoides (Desmarest, 1817)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Makalata","herbivore;free_living_individual","arboreal","AM;AP;CE;MA;MT;PA;PI;RR;TO","BO;BR;GF;GY;SR;TT;VE","native","accepted",NA,"Rato-das-arvores, Makalata, Rato-coro","species",28867
"22965","Oligoryzomys flavescens",NA,"Oligoryzomys flavescens (Waterhouse, 1837)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Oligoryzomys","free_living_individual","terrestrial","BA;ES;MG;MT;PR;RJ;RS;SC;SP","AR;BO;BR;PY;UY","native","accepted",NA,"Rato-do-arroz-pequeno","species",28873
"22991","Thamnodynastes rutilus",NA,"Thamnodynastes rutilus (Prado, 1942)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Thamnodynastes","free_living_individual","terrestrial","DF;MG;MS;MT;SP","BR","native","accepted",NA,NA,"species",28907
"23131","Vampyressa pusilla",NA,"Vampyressa pusilla (Wagner, 1843)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Vampyressa","herbivore;free_living_individual","terrestrial","AL;BA;DF;ES;GO;MG;MS;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"Southern Little Yellow-eared Bat","species",29074
"23148","Gastrotheca flamma",NA,"Gastrotheca flamma Juncá & Nunes, 2008",NA,"Animalia","Chordata","Amphibia","Anura","Hemiphractidae","Gastrotheca","free_living_individual","terrestrial","BA","BR","native","accepted",NA,NA,"species",29093
"23239","Trinomys yonenagae",NA,"Trinomys yonenagae (Rocha, 1995)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Trinomys","herbivore;free_living_individual","terrestrial","BA","BR","native","accepted",NA,"Rato-de-espinho-cauda-de-facho","species",29199
"23280","Amphisbaena dubia",NA,"Amphisbaena dubia Müller, 1924",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","MG;SC;SP","BR","native","accepted",NA,"Cobra-de-duas-cabecas, Cobra-cega","species",29258
"23300","Melanophryniscus admirabilis",NA,"Melanophryniscus admirabilis Di-Bernardo, Maneyro & Grillo, 2006",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","free_living_individual","freshwater;terrestrial","RS","BR","native","accepted",NA,"Sapinho-admiravel","species",29279
"23370","Micrurus silviae",NA,"Micrurus silviae Di-Bernardo, BorgesMartins & Silva Junior, 2007",NA,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus","free_living_individual","terrestrial","RS","BR","native","accepted",NA,"Cobra-coral Silvia, Silvia coralsnake","species",29362
"23373","Amphisbaena littoralis",NA,"Amphisbaena littoralis Roberto, Brito & Ávila, 2014",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","RN","BR","native","accepted",NA,"Cobra-cega, cobra-de-duas-cabecas","species",29365
"23413","Dipsas alternans",NA,"Dipsas alternans (Fischer, 1885)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Dipsas",NA,"terrestrial","ES;MG;PR;RJ;RS;SC;SP","BR","native","accepted",NA,NA,"species",29413
"23437","Molossops neglectus",NA,"Molossops neglectus Williams & Genoways, 1980",NA,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Molossops",NA,NA,"AM;MG;PA;PR;RJ;RS;SP","BR","native","accepted",NA,NA,"species",29444
"23563","Phyllomys sulinus",NA,"Phyllomys sulinus Leite, Christoff & Fagundes, 2008",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Phyllomys","herbivore;free_living_individual","arboreal","PR;RS;SC;SP","BR","native","accepted",NA,"Rato-da-arvore-Atlantico","species",29613
"23622","Chelus fimbriatus",NA,"Chelus fimbriatus (Schneider, 1783)",NA,"Animalia","Chordata","Reptilia","Testudines","Chelidae","Chelus",NA,NA,"AM;AP;GO;PA;RO;RR;TO","BO;BR;CO;EC;GF;GY;PE;SR;TT;VE","native","accepted",NA,NA,"species",29684
"23685","Callicebus coimbrai",NA,"Callicebus (Callicebus) coimbrai Kobayashi & Langguth, 1999",NA,"Animalia","Chordata","Mammalia","Primates","Pitheciidae","Callicebus","free_living_individual","arboreal;terrestrial","BA;SE","BR","native","accepted",NA,NA,"species",29761
"23797","Artibeus bogotensis",NA,"Artibeus (Dermanura) bogotensis Andersen, 1906",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Artibeus",NA,"terrestrial","AM;MG","BR","native","accepted",NA,NA,"species",29908
"23820","Oligoryzomys chacoensis",NA,"Oligoryzomys chacoensis (Myers & Carleton, 1981)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Oligoryzomys","free_living_individual","terrestrial","MS;MT","AR;BR;PY","native","accepted",NA,"Rato-do-arroz-do-Chaco","species",29934
"23888","Rhinella azarai",NA,"Rhinella azarai (Gallardo, 1965)",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","free_living_individual","terrestrial","MS","BR","native","accepted",NA,NA,"species",30019
"24148","Saguinus ursula",NA,"Saguinus (Saguinus) ursula Hoffmannsegg, 1807",NA,"Animalia","Chordata","Mammalia","Primates","Cebidae","Saguinus","free_living_individual","terrestrial","MA;PA","BR","native","accepted",NA,NA,"species",30347
"24328","Thrichomys inermis",NA,"Thrichomys inermis (Pictet, 1843)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Thrichomys","herbivore;free_living_individual","terrestrial","BA;TO","BR","native","accepted",NA,"Punare, Rabudo","species",30559
"24500","Phalotris mertensi",NA,"Phalotris mertensi (Hoge, 1955)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Phalotris",NA,NA,"GO;MG;MT;PR;SP","BR","native","accepted",NA,NA,"species",30770
"24774","Phalotris nasutus",NA,"Phalotris nasutus (Gomes, 1915)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Phalotris",NA,NA,"DF;GO;MG;MS;MT;SP","BO;BR","native","accepted",NA,NA,"species",31116
"24800","Xenodon guentheri",NA,"Xenodon guentheri Boulenger, 1894",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Xenodon","free_living_individual","terrestrial","PR;RS;SC","BR","native","accepted",NA,NA,"species",31147
"24847","Leptodactylus natalensis",NA,"Leptodactylus natalensis Lutz, 1930",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","free_living_individual","terrestrial","AL;BA;CE;ES;GO;MA;MG;MT;PB;PE;PI;RN;SE;TO","BR","native","accepted",NA,NA,"species",31205
"24853","Phalotris lemniscatus",NA,"Phalotris lemniscatus (Duméril, Bibron & Duméril, 1854)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Phalotris",NA,NA,"RS;SC;SP","AR;BO;BR;PY;UY","native","accepted",NA,NA,"species",31212
"24866","Puma yagouaroundi",NA,"Puma yagouaroundi (Geoffroy, 1803)",NA,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;PY;SR;SV;US;VE","native","accepted",NA,"jaguarundi, gato-mourisco, gato-eira, maracaja-preto, jaguarundi, jaguarundi, eyra cat","species",31228
"24880","Helicops leopardinus",NA,"Helicops leopardinus (Schlegel, 1837)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","free_living_individual","freshwater;terrestrial","AC;AL;AM;AP;BA;CE;DF;GO;MA;MG;MS;MT;PA;PB;PE;PI;RN;RO;RR;SE;TO","AR;BO;BR;EC;GF;GY;PE;PY;SR","native","accepted",NA,"Cobra-d'agua","species",31247
"25128","Phyllomys unicolor",NA,"Phyllomys unicolor (Wagner, 1842)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Phyllomys","herbivore;free_living_individual","arboreal","BA","BR","native","accepted",NA,"Rato-da-arvore-Atlantico, Rato-sauia","species",31557
"25207","Delomys sublineatus",NA,"Delomys sublineatus (Thomas, 1903)",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Delomys","free_living_individual","terrestrial","ES;MG;PR;RJ;SC;SP","BR","native","accepted",NA,"Rato-de-listra-palida","species",31662
"25208","Amphisbaena silvestrii",NA,"Amphisbaena silvestrii Boulenger, 1902",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","GO;MS;MT;TO","BR","native","accepted",NA,NA,"species",31663
"25214","Amphisbaena leeseri",NA,"Amphisbaena leeseri Gans, 1964",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Amphisbaena","free_living_individual","fossorial","GO;MS;RO;TO","BR;PY","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",31669
"25425","Marmosops bishopi",NA,"Marmosops (Sciophanes) bishopi (Pine, 1981)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosops","free_living_individual","arboreal;terrestrial","AC;AM;GO;MT;PA;RO","BO;BR;CO;EC;PE","native","accepted",NA,"cuica, Bishop's Slender Opossum","species",31935
"25444","Elapomorphus wuchereri",NA,"Elapomorphus wuchereri Wucherer, 1861",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Elapomorphus","free_living_individual",NA,"BA;ES;RJ","BR","native","accepted",NA,NA,"species",31956
"25640","Phyllomys kerri",NA,"Phyllomys kerri (Moojen, 1950)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Phyllomys","herbivore;free_living_individual","arboreal","SP","BR","native","accepted",NA,"Rato-da-arvore-Atlantico","species",32205
"25696","Taeniophallus brevirostris",NA,"Taeniophallus brevirostris (Peters, 1863)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Taeniophallus","free_living_individual","terrestrial","AC;AM;AP;MA;MT;PA;RO;RR","BR;CO;EC;GF;PE","native","accepted",NA,NA,"species",32277
