"","species","subspecies","scientificName","acceptedName","kingdom","phylum","class","order","family","genus","lifeForm","habitat","states","countryCode","origin","taxonomicStatus","nomenclaturalStatus","vernacularName","taxonRank","id"
"185154","Nyctiphrynus ocellatus",NA,"Nyctiphrynus ocellatus (Tschudi, 1844)",NA,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Nyctiphrynus","free_living_individual","terrestrial","AC;BA;GO;MA;MG;MT;PA;PE;PR;RO;SP;TO","AR;BO;BR;CO;EC;PE;PY","native","accepted",NA,"bacurau-ocelado","species",225964
"185155","Nyctiprogne leucopyga",NA,"Nyctiprogne leucopyga (Spix, 1825)",NA,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Nyctiprogne","free_living_individual","terrestrial","AM;GO;MA;MS;MT;PA;PI;RO;RR;TO","BO;BR;CO;GF;PE;PY;VE","native","accepted",NA,"bacurau-de-cauda-barrada","species",225968
"185168","Nystalus chacuru",NA,"Nystalus chacuru (Vieillot, 1816)",NA,"Animalia","Chordata","Aves","Galbuliformes","Bucconidae","Nystalus","free_living_individual","terrestrial","AM;BA;ES;GO;MA;MS;MT;PA;PI;PR;RJ;RO;RS;SC;SP;TO","AR;BR;PE;PY","native","accepted",NA,"joao-bobo","species",226470
"185178","Odontophorus capueira",NA,"Odontophorus capueira (Spix, 1825)",NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Odontophorus","free_living_individual","terrestrial","AL;BA;CE;MS;RS","AR;BR;PY","native","accepted",NA,"uru","species",226584
"185212","Onychoprion fuscatus",NA,"Onychoprion fuscatus (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Charadriiformes","Sternidae","Onychoprion","free_living_individual","marine","AL;BA;ES;MA;PE;RJ;RN;SE","BR","native","accepted",NA,"trinta-reis-das-rocas","species",226162
"185225","Oreopholus ruficollis",NA,"Oreopholus ruficollis (Wagler, 1829)",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Oreopholus","free_living_individual","freshwater","RJ;RS;SC","AR;BO;BR;CL;EC;PE","native","accepted",NA,"batuira-de-papo-ferrugineo","species",226013
"185229","Ortalis canicollis",NA,"Ortalis canicollis (Wagler, 1830)",NA,"Animalia","Chordata","Aves","Galliformes","Cracidae","Ortalis","free_living_individual","terrestrial","MS;MT","BO;BR;PY","native","accepted",NA,"aracua-do-pantanal","species",226547
"185230","Ortalis guttata",NA,"Ortalis guttata (Spix, 1825)",NA,"Animalia","Chordata","Aves","Galliformes","Cracidae","Ortalis","free_living_individual","terrestrial","MS;MT","BO;BR;CO","native","accepted",NA,"aracua-pintado","species",226549
"185257","Oxyruncus cristatus",NA,"Oxyruncus cristatus Swainson, 1821",NA,"Animalia","Chordata","Aves","Passeriformes","Oxyruncidae","Oxyruncus","free_living_individual","terrestrial","AL;AM;AP;BA;ES;GO;MG;MS;MT;PA;PE;PR;RJ;RN;RR;RS;SC;SP;TO","AR;BR;GF;GY;PY;SR;VE","native","accepted",NA,"araponga-do-horto","species",227576
"185268","Pachyramphus castaneus",NA,"Pachyramphus castaneus (Jardine & Selby, 1827)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","AC;AM;BA;ES;GO;MA;MG;MS;PA;PR;RO;RS;SC;SP;TO","BO;BR;CO;EC;PE;VE","native","accepted",NA,"caneleiro","species",228962
"185269","Pachyramphus marginatus",NA,"Pachyramphus marginatus (Lichtenstein, 1823)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","AL;ES;MA;MT;PA;PE;PR;RJ;RO;SE;SP","BO;BR;CO;GY;PE;SR;VE","native","accepted",NA,"caneleiro-bordado","species",228966
"185270","Pachyramphus polychopterus",NA,"Pachyramphus polychopterus (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","AL;AM;BA;CE;ES;MG;MT;PA;PI;PR;RJ;RR;RS;SC;SP","AR;BO;BR;CO;EC;GY;PY;SR;TT;UY;VE","native","accepted",NA,"caneleiro-preto","species",228970
"185271","Pachyramphus rufus",NA,"Pachyramphus rufus (Boddaert, 1783)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","AM;AP;MA;PA","BR;CO;GY;PA;SR;VE","native","accepted",NA,"caneleiro-cinzento","species",228975
"185272","Pachyramphus validus",NA,"Pachyramphus validus (Lichtenstein, 1823)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","GO;MS;MT;PR;RN;RS;SC;SP;TO","BR","native","accepted",NA,"caneleiro-de-chapeu-preto","species",228979
"185273","Pachyramphus viridis",NA,"Pachyramphus viridis (Vieillot, 1816)",NA,"Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","free_living_individual","terrestrial","AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;PA;PB;PE;PI;PR;RJ;RN;RR;RS;SC;SE;SP;TO","AR;BO;BR;GY;PY;UY;VE","native","accepted",NA,"caneleiro-verde","species",228981
"185285","Pandion haliaetus",NA,"Pandion haliaetus (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","free_living_individual","freshwater","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","BR","native","accepted",NA,"aguia-pescadora","species",233784
"185292","Panyptila cayennensis",NA,"Panyptila cayennensis (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Panyptila","free_living_individual","terrestrial","AC;AL;AP;BA;ES;MA;MG;PA;PE;PI;PR;RJ;RO;RR;SC;SE;SP;TO","BO;BR;CO;EC;GF;GY;HN;MX;PE;TT;VE","native","accepted",NA,"andorinhao-estofador","species",225661
"185293","Parabuteo unicinctus",NA,"Parabuteo unicinctus (Temminck, 1824)",NA,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Parabuteo","free_living_individual","terrestrial","AL;BA;CE;DF;ES;GO;MG;MS;MT;PB;PE;PI;PR;RJ;RN;RS;SC;SE;SP","BR;CO;EC;GY;PE;PY;SR;UY;VE","native","accepted",NA,"gaviao-asa-de-telha","species",225533
"185323","Pardirallus maculatus",NA,"Pardirallus maculatus (Boddaert, 1783)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus","free_living_individual","terrestrial","AL;AM;BA;CE;ES;GO;MA;MG;MS;MT;PI;PR;RJ;RN;RS;SC;SE;SP;TO","AR;BO;BR;CO;CU;GF;GY;JM;PE;PY;TT;UY;VE","native","accepted",NA,"saracura-carijo","species",226663
"185324","Pardirallus nigricans",NA,"Pardirallus nigricans (Vieillot, 1819)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus","free_living_individual","terrestrial","AL;BA;ES;GO;MG;MS;PB;PE;PR;RJ;RS;SC;SE;SP;TO","AR;BO;BR;EC;PE;PY","native","accepted",NA,"saracura-sana","species",226665
"185325","Pardirallus sanguinolentus",NA,"Pardirallus sanguinolentus (Swainson, 1838)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,"saracura-do-banhado","species",226667
"185346","Paroaria capitata",NA,"Paroaria capitata (d'Orbigny & Lafresnaye, 1837)",NA,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Paroaria","free_living_individual","terrestrial","MS;MT","BR","native","accepted",NA,"cavalaria","species",228853
"185358","Patagioenas maculosa",NA,"Patagioenas maculosa (Temminck, 1813)",NA,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","free_living_individual","terrestrial","PR;RS;SC","AR;BO;BR;PY;UY","native","accepted",NA,"pomba-do-orvalho","species",226248
"185359","Patagioenas picazuro",NA,"Patagioenas picazuro (Temminck, 1813)",NA,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","free_living_individual","terrestrial","BA;ES;GO;MS;PE;PI;PR;RJ;RS;SC;SP","AR;BO;BR","native","accepted",NA,"asa-branca","species",226250
"185360","Patagioenas plumbea",NA,"Patagioenas plumbea (Vieillot, 1818)",NA,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","free_living_individual","terrestrial","AM;ES;GO;MG;PA;RJ;SP","BR;GY;PY;VE","native","accepted",NA,"pomba-amargosa","species",226253
"185367","Pelagodroma marina",NA,"Pelagodroma marina (Latham, 1790)",NA,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Pelagodroma","free_living_individual","marine","BA","BR;ES;PT","native","accepted",NA,"calcamar","species",229904
"185397","Penelope superciliaris",NA,"Penelope superciliaris Temminck, 1815",NA,"Animalia","Chordata","Aves","Galliformes","Cracidae","Penelope","free_living_individual","terrestrial","AL;AM;CE;MA;MS;MT;PA;PE;PI;PR;RS;SC;TO","AR;BO;BR;PY","native","accepted",NA,"jacupemba","species",226572
"185421","Phacellodomus rufifrons",NA,"Phacellodomus rufifrons (Wied, 1821)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","free_living_individual","terrestrial","BA;ES;GO;MG;MS;MT;PR;RJ","AR;BO;BR","native","accepted",NA,"joao-de-pau","species",227270
"185426","Phaeomyias murina",NA,"Phaeomyias murina (Spix, 1825)",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Phaeomyias","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;RJ;RN;RO;RR;SE;SP","AR;BO;BR;CO;GF;GY;PE;PY;SR;TT;VE","native","accepted",NA,"bagageiro","species",229179
"185430","Phaethon aethereus",NA,"Phaethon aethereus Linnaeus, 1758",NA,"Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","free_living_individual","marine","AL;BA;ES;MA;PB;PE","BR;BS;BZ;CO;CR;DO;EC;FJ;GF;GT;GY;HN;JM;MG;MU;MX;NI;PA;PE;PR;SC;SR;TO;TT;US;VE;WS","native","accepted",NA,"rabo-de-palha","species",229633
"185431","Phaethon lepturus",NA,"Phaethon lepturus Daudin, 1802",NA,"Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","free_living_individual","marine","BA;PE","BR;GB","native","accepted",NA,"rabo-de-palha-de-bico-laranja","species",229636
"185433","Phaethornis eurynome",NA,"Phaethornis eurynome (Lesson, 1832)",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","free_living_individual","terrestrial","BA;ES;MG;RJ;RS;SP","AR;BR;PY","native","accepted",NA,"rabo-branco-de-garganta-rajada","species",225687
"185435","Phaethornis margarettae",NA,"Phaethornis margarettae Ruschi, 1972",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","free_living_individual","terrestrial","AL;BA;ES;PE;RJ","BR","native","accepted",NA,"rabo-branco-de-margarette","species",225697
"185436","Phaethornis ruber",NA,"Phaethornis ruber (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","free_living_individual","terrestrial","AC;AM;AP;ES;MG;PA;RJ;RO;RR;SP;TO","BO;BR;CO;EC;GY;PE;SR;VE","native","accepted",NA,"rabo-branco-rubro","species",225703
"185438","Phaethornis superciliosus",NA,"Phaethornis superciliosus (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","free_living_individual","terrestrial","AM;AP;MA;PA;RO;RR","BR;CO;EC;GY;PE;SR;VE","native","accepted",NA,"rabo-branco-de-bigodes","species",225713
"185439","Phaetusa simplex",NA,"Phaetusa simplex (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Charadriiformes","Sternidae","Phaetusa","free_living_individual","marine","AC;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SP;TO","AR;BR;CO;GY;PY;SR;VE","native","accepted",NA,"trinta-reis-grande","species",226165
"185461","Pheugopedius coraya",NA,"Pheugopedius coraya (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","free_living_individual","terrestrial","AM;AP;MA;PA;RR","BR;EC;PE","native","accepted",NA,"garrinchao-coraia","species",229045
"185462","Pheugopedius genibarbis",NA,"Pheugopedius genibarbis (Swainson, 1838)",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","free_living_individual","terrestrial","AM;BA;ES;GO;MA;MT;PA;PI","BR","native","accepted",NA,"garrinchao-pai-avo","species",229050
"185467","Philohydor lictor",NA,"Philohydor lictor (Lichtenstein, 1823)",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Philohydor","free_living_individual","terrestrial","AC;AM;AP;BA;DF;ES;GO;MA;MG;MS;MT;PA;PI;RJ;RO;RR;SP;TO","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,"bentevizinho-do-brejo","species",229433
"185470","Philydor erythrocercum",NA,"Philydor erythrocercum (Pelzeln, 1859)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Philydor","free_living_individual","terrestrial","AC;AM;AP;MA;MT;PA;RO;TO","BO;BR;CO;GF;GY;PE;SR","native","accepted",NA,"limpa-folha-de-sobre-ruivo","species",227196
"185471","Phimosus infuscatus",NA,"Phimosus infuscatus (Lichtenstein, 1823)",NA,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Phimosus","free_living_individual","freshwater","AM;MS;MT;RR","AR;BO;BR;CO;EC;GY;PE;PY;SR;UY;VE","native","accepted",NA,"tapicuru","species",229615
"185475","Phleocryptes melanops",NA,"Phleocryptes melanops (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phleocryptes","free_living_individual","terrestrial","ES;MS;PR;RS;SP","AR;BR;CL;PY;UY","native","accepted",NA,"bate-bico","species",227128
"185494","Phyllomyias fasciatus",NA,"Phyllomyias fasciatus (Thunberg, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Phyllomyias","free_living_individual","terrestrial","AL;BA;CE;DF;ES;GO;MA;MG;MS;MT;PB;PE;PI;PR;RJ;RN;RS;SC;SE;SP","AR;BO;BR;PY","native","accepted",NA,"piolhinho","species",229184
"185497","Phylloscartes ventralis",NA,"Phylloscartes ventralis (Temminck, 1824)",NA,"Animalia","Chordata","Aves","Passeriformes","Rhynchocyclidae","Phylloscartes","free_living_individual","terrestrial","ES;MG;RJ;SP","AR;BR;PY;UY","native","accepted",NA,"borboletinha-do-mato","species",227886
"185498","Phyllostomus hastatus",NA,"Phyllostomus hastatus (Pallas, 1767)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","free_living_individual;herbivore;polynizer;predator","cavernicolous;terrestrial","AL;AP;CE;ES;MG;PR;RJ;SP","BO;BR;CO;EC;GF;GY;PE;PY;SR;VE","native","accepted",NA,NA,"species",57656
"185507","Piaya cayana",NA,"Piaya cayana (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Piaya","free_living_individual","terrestrial","AM;ES;GO;MA;MG;MS;MT;PA;PR;RJ;RO;RS;SC;SP","AR;BO;BR;GF;GY;PE;PY;SR;UY;VE","native","accepted",NA,"alma-de-gato","species",226332
"185508","Piculus flavigula",NA,"Piculus flavigula (Boddaert, 1783)",NA,"Animalia","Chordata","Aves","Piciformes","Picidae","Piculus","free_living_individual","terrestrial","AC;AM;AP;BA;ES;PA;PE;RJ;RO;RR;SP","BO;BR;CO;EC;GY;PE;SR;VE","native","accepted",NA,"pica-pau-bufador","species",229733
"185509","Picumnus albosquamatus",NA,"Picumnus albosquamatus d'Orbigny, 1840",NA,"Animalia","Chordata","Aves","Piciformes","Picidae","Picumnus","free_living_individual","terrestrial","GO;MA;MS;MT;PA;PR","BO;BR;PY","native","accepted",NA,"picapauzinho-escamoso","species",229742
"185511","Picumnus cirratus",NA,"Picumnus cirratus Temminck, 1825",NA,"Animalia","Chordata","Aves","Piciformes","Picidae","Picumnus","free_living_individual","terrestrial","AM;ES;MG;MT;PR;RR;RS","AR;BO;BR;GY;PY;SR","native","accepted",NA,"picapauzinho-barrado","species",229756
"185522","Pionites leucogaster",NA,"Pionites leucogaster (Kuhl, 1820)",NA,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionites","free_living_individual","terrestrial","AC;AM;MA;MT;PA;RO","BO;BR;PE","native","accepted",NA,"marianinha-de-cabeca-amarela","species",230058
"185524","Pionus maximiliani",NA,"Pionus maximiliani (Kuhl, 1820)",NA,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionus","free_living_individual","terrestrial","BA;CE;ES;GO;MG;MT;PI;PR;RJ;RS;SC;SP","AR;BR;PY","native","accepted",NA,"maitaca","species",230069
"185525","Pipra aureola",NA,"Pipra aureola (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Passeriformes","Pipridae","Pipra","free_living_individual","terrestrial","AM;MA;PA","BR;GY;VE","native","accepted",NA,"uirapuru-vermelho","species",227737
"185526","Pipra fasciicauda",NA,"Pipra fasciicauda Hellmayr, 1906",NA,"Animalia","Chordata","Aves","Passeriformes","Pipridae","Pipra","free_living_individual","terrestrial","AC;AL;AM;CE;GO;MG;MT;PA;SP","AR;BO;BR;PE;PY","native","accepted",NA,"uirapuru-laranja","species",227742
"185528","Pipraeidea melanonota",NA,"Pipraeidea melanonota (Vieillot, 1819)",NA,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Pipraeidea","free_living_individual","terrestrial","BA;DF;ES;GO;MG;MS;MT;PR;RJ;RS;SC","AR;BR;CO;EC;PE;VE","native","accepted",NA,"saira-viuva","species",228861
"185530","Piprites chloris",NA,"Piprites chloris (Temminck, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Pipritidae","Piprites","free_living_individual","terrestrial","AM;AP;MA;MS;PA;RS;SP","AR;BO;BR;CO;EC;GY;PE;PY;VE","native","accepted",NA,"papinho-amarelo","species",227756
"185531","Piranga flava",NA,"Piranga flava (Vieillot, 1822)",NA,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","free_living_individual","terrestrial","AL;AP;MA;MS;PA;PI;RR;RS","BR;GY;SR","native","accepted",NA,"sanhaco-de-fogo","species",226736
"185536","Pitangus sulphuratus",NA,"Pitangus sulphuratus (Linnaeus, 1766)",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pitangus","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","BO;BR;CO;EC;GF;GY;PY;SR;VE","native","accepted",NA,"bem-te-vi","species",229436
"185542","Platalea leucorodia",NA,"Platalea leucorodia Linnaeus, 1758",NA,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","free_living_individual","freshwater","PE","AE;BD;BF;BI;BJ;BR;BT;CD;CF;CH;CI;CM;CN;DO;EE;EG;ER;ES;ET;FR;GB;GH;GM;GN;GQ;GR;GW;HK;HU;ID;IL;IN;IQ;IR;IT;JO;JP;KE;KG;KM;KR;KW;LA;LB;LK;LR;LS;LT;LU;LV;LY;MA;MG;MK;ML;MR;MU;MV;NE;NG;NP;OM;PK;RW;SA;SC;SD;SE;SI;SK;SL;SN;SO;ST;TG;TR;UG","native","accepted",NA,"colhereiro-europeu","species",229621
"185561","Platyrinchus mystaceus",NA,"Platyrinchus mystaceus Vieillot, 1818",NA,"Animalia","Chordata","Aves","Passeriformes","Platyrinchidae","Platyrinchus","free_living_individual","terrestrial","AL;BA;CE;GO;MA;MS;MT;PB;PE;PI;PR;RR;RS;SC","AR;BO;BR;PY;VE","native","accepted",NA,"patinho","species",227775
"185563","Platyrinchus saturatus",NA,"Platyrinchus saturatus Salvin & Godman, 1882",NA,"Animalia","Chordata","Aves","Passeriformes","Platyrinchidae","Platyrinchus","free_living_individual","terrestrial","AM;AP;MA;MT;PA;RO","BR;CO;EC;GY;PE;VE","native","accepted",NA,"patinho-escuro","species",227787
"185577","Pluvialis squatarola",NA,"Pluvialis squatarola (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","free_living_individual","freshwater","AC;AL;AM;AP;BA;CE;ES;MA;MG;PA;PB;PE;PI;RJ;RN;RS;SC;SE;SP","AG;AR;BB;BO;BR;BS;BZ;CA;CL;CO;CR;CU;DM;DO;EC;GD;GT;GY;HN;HT;JM;KN;LC;MX;NI;PA;PE;PY;SR;SV;TT;US;UY;VC;VE","native","accepted",NA,"batuirucu-de-axila-preta","species",226017
"185579","Podager nacunda",NA,"Podager nacunda Vieillot,1817",NA,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Podager","free_living_individual","terrestrial","AC;AM;AP;MS;MT;PA;PR;RR","AR;BR;CO;GF;GY;PE;PY;TT;VE","native","accepted",NA,"corucao","species",225975
"185582","Podicephorus major",NA,"Podicephorus major (Boddaert, 1783)",NA,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podicephorus","free_living_individual","freshwater","PR;RS;SC;SP","AR;BR;CL;PE;PY;UY","native","accepted",NA,"mergulhao-grande","species",229854
"185583","Podiceps occipitalis",NA,"Podiceps occipitalis Garnot, 1826",NA,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","free_living_individual","freshwater","MG;PR;RJ;RS;SC;SP","AR;BR;CL;PY","native","accepted",NA,NA,"species",233655
"185584","Podilymbus podiceps",NA,"Podilymbus podiceps (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","free_living_individual","freshwater","RS","AR;BO;BR;CL;CO;CR;EC;GY;HN;MX;NI;PA;PE;PY;US;UY;VE","native","accepted",NA,"mergulhao-cacador","species",229861
"185598","Poecilotriccus fumifrons",NA,"Poecilotriccus fumifrons (Hartlaub, 1853)",NA,"Animalia","Chordata","Aves","Passeriformes","Rhynchocyclidae","Poecilotriccus","free_living_individual","terrestrial","AL;BA;MA;MT;PA;PB;SE;TO","BR","native","accepted",NA,"ferreirinho-de-testa-parda","species",227977
"185599","Poecilotriccus latirostris",NA,"Poecilotriccus latirostris (Pelzeln, 1868)",NA,"Animalia","Chordata","Aves","Passeriformes","Rhynchocyclidae","Poecilotriccus","free_living_individual","terrestrial","AM;MS;MT;PA;SP","BR;CO;EC;PE","native","accepted",NA,"ferreirinho-de-cara-parda","species",227980
"185600","Poecilotriccus plumbeiceps",NA,"Poecilotriccus plumbeiceps (Lafresnaye, 1846)",NA,"Animalia","Chordata","Aves","Passeriformes","Rhynchocyclidae","Poecilotriccus","free_living_individual","terrestrial","AL;BA;ES;MG;PE;PR;RJ;RS;SC;SE;SP","BR","native","accepted",NA,"tororo","species",227986
"185601","Poecilotriccus sylvia",NA,"Poecilotriccus sylvia (Desmarest, 1806)",NA,"Animalia","Chordata","Aves","Passeriformes","Rhynchocyclidae","Poecilotriccus","free_living_individual","terrestrial","MA;PI;RR","BR","native","accepted",NA,"ferreirinho-da-capoeira","species",227991
"185604","Polioptila dumicola",NA,"Polioptila dumicola (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","free_living_individual","terrestrial","GO;MA;MG;MS;MT;PA;PR;RS;SC;SP;TO","AR;BO;BR;PY;UY","native","accepted",NA,"balanca-rabo-de-mascara","species",227799
"185637","Polystictus pectoralis",NA,"Polystictus pectoralis (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Polystictus","free_living_individual","terrestrial","AP;ES;GO;MG;MS;MT;PR;RJ;RR;RS;SC;SP","AR;BO;BR;CO;GF;GY;PY;SR;UY;VE","native","accepted",NA,"papa-moscas-canela","species",229195
"185638","Polytmus guainumbi",NA,"Polytmus guainumbi (Pallas, 1764)",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Polytmus","free_living_individual","terrestrial","AL;AP;BA;CE;ES;GO;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RS;SE;SP;TO","BR;CO;GF;GY;PE;PY;TT;VE","native","accepted",NA,"beija-flor-de-bico-curvo","species",225862
"185641","Porphyriops melanops",NA,"Porphyriops melanops (Vieillot, 1819)",NA,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyriops","free_living_individual","terrestrial","AL;BA;CE;DF;GO;MG;PB;PE;PI;RJ;RN;RS;SC;SE;SP","AR;BO;BR;PE;PY;UY","native","accepted",NA,"galinha-d'agua-carijo","species",226675
"185654","Procnias averano",NA,"Procnias averano (Hermann, 1783)",NA,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Procnias","free_living_individual","terrestrial","AL;CE;MA;PE;RR;SE","BR;CO;TT;VE","native","accepted",NA,"araponga-do-nordeste","species",226816
"185656","Proechimys roberti",NA,"Proechimys roberti Thomas, 1901",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Proechimys","free_living_individual;herbivore","terrestrial","GO;MA;MG;MT;PA;PI;TO","BR","native","accepted",NA,"Rato-de-espinho","species",64550
"185657","Progne chalybea",NA,"Progne chalybea (Gmelin, 1789)",NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GT;GY;HN;NI;PA;PE;PY;SR;SV;UY;VE","native","accepted",NA,"andorinha-grande","species",227385
"185659","Progne tapera",NA,"Progne tapera (Vieillot, 1817)",NA,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;CO;EC;GY;PA;PE;TT;UY;VE","native","accepted",NA,"andorinha-do-campo","species",227394
"185677","Psarocolius decumanus",NA,"Psarocolius decumanus (Pallas, 1769)",NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Psarocolius","free_living_individual","terrestrial","ES;MG;PR;RJ;SP","AR;BO;BR;CO;EC;GY;VE","native","accepted",NA,"japu","species",227497
"185681","Pseudastur albicollis",NA,"Pseudastur albicollis (Latham, 1790)",NA,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pseudastur","free_living_individual","terrestrial","AM;AP;MA;PA;RO","BR","native","accepted",NA,"gaviao-branco","species",225536
"185687","Pseudoeryx plicatilis",NA,"Pseudoeryx plicatilis (Linnaeus, 1758)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Pseudoeryx","free_living_individual","freshwater;terrestrial","AC;AM;AP;MA;MS;MT;PA;RO;RR","AR;BO;BR;CO;EC;GF;GY;PE;PY;SR;VE","native","accepted",NA,NA,"species",39073
"185693","Pseudopipra pipra",NA,"Pseudopipra pipra (Linnaeus, 1758)",NA,"Animalia","Chordata","Aves","Passeriformes","Pipridae","Pseudopipra","free_living_individual","terrestrial","AC;AM;AP;BA;ES;MA;PA;RJ","BR;CO;EC;GY;PE","native","accepted",NA,"cabeca-branca","species",227749
